groupItemTitle,outcomes,outcomePrices,volumeNum,volumeClob,enableOrderBook,active,clobTokenIds,event_ticker,event_title,event_description,event_volume,event_country,event_electionType,event_commentCount,correct_outcome,yes_token_id,closing_price,price_2days_prior,pre_election_vwap_48h,price_volatility,price_range,final_week_momentum,price_fluctuations,last_trade_price,prediction_error,prediction_confidence,market_duration_days,trading_frequency,buy_sell_ratio,trading_continuity,late_stage_participation,volume_acceleration,unique_traders_count,trader_to_trade_ratio,two_way_traders_ratio,trader_concentration,new_trader_influx,comment_per_vol,comment_per_trader,actual_outcome,brier_score,log_loss,prediction_correct
Other,"[""Yes"", ""No""]","[""0"", ""1""]",562885.5224,562885.5224,True,True,"[""10938670309354699731297184382921572874662542381046017309021566314471967088245"", ""24389507971219224584764627019152824159046740349560760012703015949720367093169""]",texas-us-senate-election-winner,Texas Senate Election Winner,This is a market on predicting the winner of the Texas Senate election.,1558467.468, United States, Senate,87.0,No,1.09e+76,0.001,0.001,0.001156797,0.597934974,0.003,0.0,0.0,0.001,0.001,0.998,215.0,21.62790698,1.205882353,0.437209302,0.080430108,2.470353303,1426.0,3.260869565,0.617110799,1.267096774,0.073632539,0.000154561,0.061009818,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",560594.9708,560594.9708,True,True,"[""70006737505249399448524108208088997964215028530433204573434784619744997598396"", ""7456709019876340216484822074923198353291469967290809720870588826383294540864""]",romania-parliamentary-election,Romania Parliamentary Election ,This is a market on the outcome of the Romania Legislative Election.,3284475.536, Romania, Parliamentary,1195.0,No,7e+76,0.029,0.045,0.049227015,0.493419408,0.277999085,0.027,0.0,0.031,0.029,0.942,18.0,419.1666667,1.722843739,1.277777778,0.975082836,2.507355865,364.0,20.72802198,0.192307692,1.738502319,0.884615385,0.002131664,3.282967033,0,0.000841,0.029428811,1.0
Republican,"[""Yes"", ""No""]","[""0"", ""1""]",545065.6752,545065.6752,True,True,"[""91909440776100219135566233176387881827871244177616783232980058429638445487332"", ""76713602923678598308806184424209768361734574206239191945073178042322740525323""]",north-carolina-governor-election-winner,North Carolina Governor Election Winner,This is a market on predicting the winner of the North Carolina Governor election.,1166852.481, United States, Governor,29.0,No,9.189999999999999e+76,0.029,0.05,0.052655546,0.20749196,0.037447959,0.013,0.0,0.058,0.029,0.942,180.0,5.027777778,1.77607362,0.633333333,0.159116022,4.091554854,273.0,3.315018315,0.205128205,1.271823204,0.091575092,5.32E-05,0.106227106,0,0.000841,0.029428811,1.0
Fianna Fáil (FF),"[""Yes"", ""No""]","[""1"", ""0""]",540920.4691,540920.4691,True,True,"[""70005649543199930978384374654707637829772476494614207004113083038950043344147"", ""48637076263212248999363892928734235404507236849413164726602517181492205399748""]",2024-irish-general-election,Ireland General Election,This is a market on the outcome and results of the 2024 Irish general election.,1546348.847, Ireland, Parliamentary,767.0,Yes,7e+76,0.669999973,0.61,0.678228758,0.220599169,0.63,0.63,9.0,0.95,0.330000027,0.339999946,16.0,266.75,1.588235294,1.4375,0.911668229,2.083813094,919.0,4.644178455,0.200217628,1.45923149,0.890097933,0.001417953,0.834602829,1,0.108900018,0.400477607,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",537980.83,537980.832,True,True,"[""11933834583789829445307243221866666784506941876779828133852113320670849722966"", ""1987955967008866327247914350747798272807220364185892185592695310895299576983""]",venezuela-election-winner,Venezuela Presidential Election Winner,This is a market on predicting the winner of the upcoming presidential election in Venezuela.,6152241.388, Venezuela, Presidential,3288.0,No,1.1899999999999999e+76,0.012,0.005,0.00374245,1.284960931,0.029,-0.001,0.0,0.001,0.012,0.976,57.0,21.45614035,2.261333333,0.807017544,0.869991823,7.084219133,250.0,4.892,0.224,1.341782502,0.784,0.006111742,13.152,0,0.000144,0.012072581,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",523948.85,523948.8502,True,True,"[""64800398423622114745048550023515802909352225742402914688503455843475641775543"", ""55239207071618241074097549722086378590465570033787902251585795201810914619703""]",uk-elections-who-will-win-most-seats,Which party wins the most seats after UK Election?,qqqqqq,1763874.095, United Kingdom, Parliamentary,2.0,No,6.48e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,272.0,1.058823529,1.181818182,0.113970588,0.0,4.000694449,118.0,2.440677966,0.152542373,1.152777778,0.0,3.82E-06,0.016949153,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",523066.5291,523066.5291,True,True,"[""103123467095292199606109038325319046488713266658602593907543118880069622143451"", ""574604561598747970059425446170711736155409066443806101376979824537559671689""]",ontario-parliamentary-election-winner,Ontario Parliamentary Election Winner ,"The 2025 Ontario parliamentary elections are scheduled to take place on February 27, 2025 to elect the 44th Parliament of Ontario. 

This market will resolve to the political party that controls the most seats in the 44th Parliament of Ontario as a result of the upcoming election.

If voting in the next Ontario parliamentary election does not occur by December 31, 2025, this market will resolve to ""Other"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Ontario government (e.g. via https://results.elections.on.ca/en/results-overview).",2814629.557, Canada, Parliamentary,25.0,No,1.0299999999999999e+77,0.004,0.001,0.001151993,0.307438258,0.003,-0.001,0.0,0.002,0.004,0.992,27.0,60.18518519,6.488479263,1.148148148,0.420923077,1.62356044,704.0,2.308238636,0.089488636,1.515076923,0.461647727,4.78E-05,0.035511364,0,1.6e-05,0.004008021,1.0
National Rally,"[""Yes"", ""No""]","[""1"", ""0""]",522450.49,522450.4851,True,True,"[""72933576849248102742161316546048898102638003937361402916357730521612776230591"", ""59457392061886254665150234458309239266756908774810708761273576242247091613115""]",which-party-wins-the-most-seats-in-french-election,Which party wins the most seats in French Election?,asd,917487.506, France, Parliamentary,182.0,Yes,7.29e+76,0.991918411,0.989,0.989608712,0.012655256,0.051,0.031,0.0,0.998,0.008081589,0.983836822,1.0,1288.0,2.196029777,31.0,0.551242236,0.551242236,356.0,3.617977528,0.174157303,1.292701863,0.47752809,0.000348358,0.511235955,1,6.53e-05,0.008114422,1.0
Pablo Marçal (PRTB),"[""Yes"", ""No""]","[""0"", ""1""]",510091.7392,510091.7392,True,True,"[""93821595558655532897707615401755174271096970948664912774898507635218457689024"", ""18584435579064202715768041950900483282099477309614957318412641550346089455753""]",so-paulo-mayoral-election-2024,São Paulo mayoral election 2024,"This is a negrisk market group over which candidate will win the 2024 São Paulo mayoral election, scheduled for October 6, 2024. If required, a runoff will be held on October 27, 2024.",41575007.39, Brazil, Mayoral,429.0,No,9.379999999999999e+76,0.32,0.32,0.348247539,0.210019645,0.25,0.080063499,0.0,0.29,0.32,0.36,37.0,53.81081081,2.858527132,1.081081081,0.486187845,2.569850039,472.0,4.218220339,0.095338983,1.460572577,0.383474576,0.000841025,0.908898305,0,0.1024,0.385662481,1.0
Gavin Newsom,"[""Yes"", ""No""]","[""0"", ""1""]",509276.0,509275.9951,True,True,"[""70431798564328500286262619243704295125787422684334652571326088734755454062156"", ""42617407448588024343916826887645074643651857080386200876088332731148575506803""]",democratic-presidential-nominee,Biden D-Nom replacement? ,This is a market on the likelihood of Joe Biden being replaced as the Democratic nominee for the presidential election.,22561273.12, United States, Presidential Primary,56.0,No,7.039999999999999e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,31.0,29.16129032,1.385224274,0.548387097,0.0,4.000694449,222.0,4.072072072,0.436936937,1.348451327,0.0,0.00010996,0.252252252,0,1e-06,0.0010005,1.0
Georgia,"[""Yes"", ""No""]","[""0"", ""1""]",499532.2066,499532.2066,True,True,"[""90410632462691541134584247090535522398527561715067115364294713623450717827689"", ""86608536684657410178035889417417117363159793589691962854142154137834219383716""]",us-election-tipping-point-state,Tipping Point State in 2024 Election?,This is a market on which state will be the tipping point in the 2024 U.S. presidential election.,26153232.58, United States, Presidential Tipping Point,128.0,No,9.04e+76,0.1,0.09,0.081221433,0.095599663,0.03999032,-0.03,0.0,0.07,0.1,0.8,111.0,14.36936937,1.694256757,1.108108108,0.593730408,9.414867891,342.0,4.66374269,0.192982456,1.484639498,0.529239766,0.00025624,0.374269006,0,0.01,0.105360516,1.0
RFK Jr.,"[""Yes"", ""No""]","[""1"", ""0""]",498205.9451,498205.9451,True,True,"[""106757146773760257466034823914536030631784739252894202387263990171537492770746"", ""60247275276324294349597497315083576933533760583204530931889748188571944360442""]",trump-administration,Who will be part of Trump's Administration?,This is a market on who will be in the Trump White House.,7355875.392, United States,Presidential Administration,1121.0,Yes,1.0699999999999999e+77,0.999,0.999,0.0269352465,0.170871727,0.015,0.0,0.0,0.999,0.001,0.998,144.0,27.36111111,1.376357057,0.534722222,0.0,4.000694449,1302.0,3.026113671,0.211981567,1.252284264,0.0,0.002250074,0.860983103,1,1e-06,0.0010005,1.0
Ron DeSantis,"[""Yes"", ""No""]","[""0"", ""1""]",490480.59,396497.6238,True,True,"[""10715043962341292242163832255523703116280692082153281340642602592290195499485"", ""80085489243215790077454313513728486445319747473476157602131800551595373270758""]",who-will-win-the-us-2024-republican-presidential-nomination,[Single Markets] Republican Nominee 2024,This is a market group on The Republican Party nominee for U.S. 2024 Presidential Elections. ,7614716.104, United States, Presidential Primary,43.0,No,1.0699999999999999e+76,0.32,0.32,0.0269352465,0.170871727,0.015,0.0,0.0,0.32,0.32,0.36,564.0,2.423758865,1.419469027,0.523049645,0.0,4.000694449,274.0,4.989051095,0.211678832,1.441111924,0.0,8.77E-05,0.156934307,0,0.1024,0.385662481,1.0
Marsha Blackburn ,"[""Yes"", ""No""]","[""0"", ""1""]",486756.27,486756.2667,True,True,"[""22413366854892321313956918027133489013255372869407112691305029561468846382861"", ""70547236439041553753095619910195543810311755277124134313465699355814704169338""]",republican-vp-supplemental,Republican VP cont.,asd,13042323.83, United States, Vice Presidential,94.0,No,2.2399999999999998e+76,0.001,0.001,0.0269352465,0.391704226,0.002,0.0,0.0,0.001,0.001,0.998,72.0,13.55555556,1.103448276,0.777777778,0.116803279,1.201405152,297.0,3.286195286,0.282828283,1.341188525,0.107744108,0.000193115,0.316498316,0,1e-06,0.0010005,1.0
PNL,"[""Yes"", ""No""]","[""0"", ""1""]",478355.6786,478355.6786,True,True,"[""113740970254311663645092146387166905075947232656419880206755285685507737590151"", ""93828802348041301173643308139517325464327408345120989256264202008118090568123""]",romania-parliamentary-election,Romania Parliamentary Election ,This is a market on the outcome of the Romania Legislative Election.,3284475.536, Romania, Parliamentary,1195.0,No,1.1399999999999999e+77,0.036,0.059,0.047017582,0.373740418,0.136999998,-0.011,0.0,0.005,0.036,0.928,18.0,433.1111111,1.740246046,1.222222222,0.968445357,2.49028806,317.0,24.59305994,0.233438486,1.79515136,0.8170347,0.002498141,3.769716088,0,0.001296,0.036663984,1.0
New Democratic,"[""Yes"", ""No""]","[""0"", ""1""]",463611.6653,463611.6653,True,True,"[""75933364249753475395435658792247152204343031082318396296130251694888090778403"", ""79866300161827851488264904590399808672676729967819437164105048677862481419028""]",ontario-parliamentary-election-winner,Ontario Parliamentary Election Winner ,"The 2025 Ontario parliamentary elections are scheduled to take place on February 27, 2025 to elect the 44th Parliament of Ontario. 

This market will resolve to the political party that controls the most seats in the 44th Parliament of Ontario as a result of the upcoming election.

If voting in the next Ontario parliamentary election does not occur by December 31, 2025, this market will resolve to ""Other"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Ontario government (e.g. via https://results.elections.on.ca/en/results-overview).",2814629.557, Canada, Parliamentary,25.0,No,7.59e+76,0.001,0.002,0.001804894,0.298325168,0.002,0.0,0.0,0.002,0.001,0.998,27.0,58.44444444,8.506024096,1.148148148,0.441064639,1.701249321,766.0,2.060052219,0.079634465,1.508238276,0.498694517,5.39E-05,0.032637076,0,1e-06,0.0010005,1.0
Fine Gael (FG),"[""Yes"", ""No""]","[""0"", ""1""]",463429.8691,463429.8691,True,True,"[""62948396259633704728174830177865000747096911977859612726021864438955644003249"", ""103099955659276778795537272379115116983861703950951279271031810114463648448119""]",2024-irish-general-election,Ireland General Election,This is a market on the outcome and results of the 2024 Irish general election.,1546348.847, Ireland, Parliamentary,767.0,No,6.289999999999999e+76,0.21,0.269990415,0.202545023,0.40551077,0.51,-0.42,3.0,0.17,0.21,0.58,16.0,248.875,1.618014464,1.375,0.776243094,1.774269929,752.0,5.295212766,0.215425532,1.437719739,0.501329787,0.001655051,1.019946809,0,0.0441,0.235722334,1.0
John Ratcliffe,"[""Yes"", ""No""]","[""0"", ""1""]",459223.76,459223.7587,True,True,"[""9376622837760065722349350346933455110208498781655066948433705331015014682430"", ""90001694351470102949153992904781060523706525304879904232629799269426403825030""]",republican-vp-supplemental,Republican VP cont.,asd,13042323.83, United States, Vice Presidential,94.0,No,9.38e+75,0.001,0.001,0.0269352465,0.442888183,0.002,0.0,0.0,0.001,0.001,0.998,72.0,11.45833333,1.194148936,0.75,0.099393939,1.022337662,295.0,2.796610169,0.216949153,1.332121212,0.118644068,0.000204693,0.318644068,0,1e-06,0.0010005,1.0
Vivek Ramaswamy,"[""Yes"", ""No""]","[""0"", ""1""]",452582.18,452582.1816,True,True,"[""101254748381406585873617235607582354349742745868141770929772966695498596581507"", ""13961979887005287020350539049238486186927795468929404019569141570816447661562""]",republican-nominee-2024,Republican Nominee 2024,qq,9397341.455, United States, Presidential Primary,20.0,No,1.01e+77,0.001,0.001,0.00219924,0.532361523,0.004,0.0,0.0,0.001,0.001,0.998,181.0,6.254143646,1.608294931,0.475138122,0.303886926,7.857647653,407.0,2.781326781,0.294840295,1.352473498,0.2997543,4.42E-05,0.049140049,0,1e-06,0.0010005,1.0
Reform,"[""Yes"", ""No""]","[""0"", ""1""]",452437.24,452437.2361,True,True,"[""12051575153251370368002521216976333204533164450890985087243645839759357740869"", ""17416224691947471498236909852087398500655181817700562263710072287800629875191""]",uk-elections-who-will-win-most-seats,Which party wins the most seats after UK Election?,qqqqqq,1763874.095, United Kingdom, Parliamentary,2.0,No,1.21e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,272.0,1.941176471,1.163934426,0.154411765,0.0,4.000694449,196.0,2.693877551,0.341836735,1.227272727,0.0,4.42E-06,0.010204082,0,1e-06,0.0010005,1.0
Joni Ernst,"[""Yes"", ""No""]","[""0"", ""1""]",451533.35,451533.3522,True,True,"[""67322747413596597588776019583779714188131929640880697505704025483749499218502"", ""68395756779414183653827369539774343601547719635900996100743113034974275544424""]",republican-vp-supplemental,Republican VP cont.,asd,13042323.83, United States, Vice Presidential,94.0,No,6.73e+76,0.001,0.001,0.0269352465,0.103689044,0.001,0.0,0.0,0.001,0.001,0.998,72.0,14.68055556,1.348888889,0.791666667,0.086092715,0.885525071,303.0,3.488448845,0.181518152,1.387890255,0.099009901,0.00020818,0.310231023,0,1e-06,0.0010005,1.0
 Josh Shapiro,"[""Yes"", ""No""]","[""0"", ""1""]",450198.19,450198.1935,True,True,"[""7741771718109939027651155788709979984535478680435978801511536102618674898538"", ""40161294457231718732821262736060540390513375652898447501513094283742774280624""]",democratic-presidential-nominee,Biden D-Nom replacement? ,This is a market on the likelihood of Joe Biden being replaced as the Democratic nominee for the presidential election.,22561273.12, United States, Presidential Primary,56.0,No,7.74e+75,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,31.0,19.64516129,1.071428571,0.483870968,0.0,4.000694449,156.0,3.903846154,0.25,1.075533662,0.0,0.00012439,0.358974359,0,1e-06,0.0010005,1.0
Stacey Abrams,"[""Yes"", ""No""]","[""0"", ""1""]",449731.41,449731.411,True,True,"[""52261600096591676324468113960663522696792154868809343321957074443352115391374"", ""22353135046035340000424866731606422751330399370007981151539785911699662659193""]",democratic-presidential-nominee,Biden D-Nom replacement? ,This is a market on the likelihood of Joe Biden being replaced as the Democratic nominee for the presidential election.,22561273.12, United States, Presidential Primary,56.0,No,5.2299999999999995e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,31.0,10.09677419,0.885542169,0.451612903,0.0,4.000694449,80.0,3.9125,0.05,1.015974441,0.0,0.000124519,0.7,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",444777.2011,444777.2011,True,True,"[""103535035944606958534786972105444142680120877508785547211251420550645703198965"", ""63652067056209436925803423834509760051719356766310944941998065619101405372709""]",maryland-presidential-election-winner,Maryland Presidential Election Winner,This is a market on predicting the winner of the Maryland presidential election.,1039134.522, United States, Presidential,14.0,No,1.04e+77,0.001,0.001,0.003913897,0.82584589,0.006,0.0,0.0,0.001,0.001,0.998,221.0,22.41176471,1.246258503,0.484162896,0.232586311,7.343082115,1755.0,2.822222222,0.741880342,1.271350697,0.261538462,3.15E-05,0.007977208,0,1e-06,0.0010005,1.0
Eric Hovde,"[""Yes"", ""No""]","[""0"", ""1""]",444672.057,444672.057,True,True,"[""115108902834378609046838560890846246599611485840664214301836841659341017482395"", ""59255049690671988507012051227393921321103110779567425228976951721464710456210""]",wisconsin-us-senate-election-winner,Wisconsin Senate Election Winner,This is a market on predicting the winner of the Wisconsin Senate election.,1021288.87, United States, Senate,36.0,No,1.15e+77,0.269999981,0.22,0.252175298,0.166680702,0.159999977,-0.070000019,0.0,0.259999984,0.269999981,0.460000039,215.0,4.48372093,2.1197411,0.511627907,0.442946058,13.60477178,295.0,3.26779661,0.142372881,1.14626556,0.338983051,8.10E-05,0.122033898,0,0.07289999,0.314710719,1.0
Joe Manchin,"[""Yes"", ""No""]","[""0"", ""1""]",440459.14,440459.1382,True,True,"[""25514215364478724597660908259905693352920780897359439293780856497780493540917"", ""112478654285576429072873038391624220647734540908092033039400168078288294225543""]",democratic-presidential-nominee,Biden D-Nom replacement? ,This is a market on the likelihood of Joe Biden being replaced as the Democratic nominee for the presidential election.,22561273.12, United States, Presidential Primary,56.0,No,2.5499999999999998e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,30.0,11.23333333,0.936781609,0.433333333,0.0,4.000694449,88.0,3.829545455,0.079545455,0.973293769,0.0,0.00012714,0.636363636,0,1e-06,0.0010005,1.0
Mark Kelly,"[""Yes"", ""No""]","[""0"", ""1""]",432719.71,432719.7052,True,True,"[""27991573082226154585709614586261847488383700289567395926671999893522744118960"", ""113175496862122888995312464579050276850090407252232985900363259655655929377209""]",democratic-presidential-nominee,Biden D-Nom replacement? ,This is a market on the likelihood of Joe Biden being replaced as the Democratic nominee for the presidential election.,22561273.12, United States, Presidential Primary,56.0,No,2.8e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,31.0,17.90322581,1.381974249,0.516129032,0.0,4.000694449,146.0,3.801369863,0.321917808,1.162162162,0.0,0.000129414,0.383561644,0,1e-06,0.0010005,1.0
Kamala Harris,"[""Yes"", ""No""]","[""0"", ""1""]",427156.1123,427156.1123,True,True,"[""14341295594779165114081046854873989690318126755943663957047235625393550409466"", ""17908824149149270651587162874698646672719192504204001318890308230138994030956""]",wyoming-presidential-election-winner,Wyoming Presidential Election Winner,This is a market on predicting the winner of the presidential election in Wyoming.,2155028.258, United States, Presidential,27.0,No,1.4299999999999999e+76,0.004,0.004,0.001408865,0.462567985,0.005,-0.002,0.0,0.001,0.004,0.992,221.0,8.923076923,1.037190083,0.552036199,0.029411765,0.928571429,696.0,2.833333333,0.525862069,1.255578093,0.028735632,6.32E-05,0.038793103,0,1.6e-05,0.004008021,1.0
Javier Bertucci,"[""Yes"", ""No""]","[""0"", ""1""]",426456.69,426456.6948,True,True,"[""53076243393059797831112989421656002480368859235930755102813194972213318624431"", ""44898247604437903362695783712983165033609411170298443157516443062772910619917""]",venezuela-election-winner,Venezuela Presidential Election Winner,This is a market on predicting the winner of the upcoming presidential election in Venezuela.,6152241.388, Venezuela, Presidential,3288.0,No,5.3099999999999996e+76,0.001,0.001,0.00103367,0.505382591,0.002,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,245.0,3.506122449,0.159183673,1.21653085,0.710204082,0.007710044,13.42040816,0,1e-06,0.0010005,1.0
Pete Buttigieg,"[""Yes"", ""No""]","[""0"", ""1""]",426397.88,426397.8834,True,True,"[""5949432606382651735760262345710286751553551270566265890341749980823176169688"", ""70992810859544636399107049713453856727163755680706129782335340234155903184381""]",democratic-presidential-nominee,Biden D-Nom replacement? ,This is a market on the likelihood of Joe Biden being replaced as the Democratic nominee for the presidential election.,22561273.12, United States, Presidential Primary,56.0,No,5.95e+75,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,31.0,17.12903226,1.424657534,0.548387097,0.0,4.000694449,174.0,3.051724138,0.235632184,1.18079096,0.0,0.000131333,0.32183908,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",426228.1267,426228.1267,True,True,"[""57215474294948548547476053366884612278965106044880549713187529517247791777491"", ""1237931725121764992141203901135159573553798190731114210098964944436754631677""]",alaska-presidential-election-winner,Alaska Presidential Election Winner,This is a market on predicting the winner of the presidential election in Alaska.,2058267.748, United States, Presidential,16.0,No,5.7199999999999996e+76,0.001,0.001,0.001219535,0.554724474,0.003,0.0,0.0,0.001,0.001,0.998,221.0,13.09954751,1.398508699,0.484162896,0.187564767,5.921687639,891.0,3.249158249,0.644219978,1.337478411,0.12345679,3.75E-05,0.017957351,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",424772.055,424772.055,True,True,"[""40229095859263568591340529110223323695889058094205153479404208812727929393686"", ""86146117771711774747714373833946712719121618386257313489625109892931055584590""]",moldova-presidential-election-winner,Moldova Presidential Election Winner,"This is a negrisk group over the winner of the 2024 Moldovan presidential election, scheduled for October 20, 2024.",1148392.776, Moldova, Presidential,94.0,No,4.02e+76,0.001,0.002,0.001273503,0.673100032,0.006,-0.001,0.0,0.001,0.001,0.998,8.0,310.5,1.092670598,3.0,0.99194847,1.133655395,175.0,14.19428571,0.177142857,1.851851852,0.897142857,0.000221295,0.537142857,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",416702.0784,416702.0784,True,True,"[""91343254415231222415410729087544733134660495660268589763278500205781497083673"", ""44999597679235227333495961382519069723101018898793083985647902940897616802974""]",hawaii-presidential-election-winner,Hawaii Presidential Election Winner,This is a market on predicting the winner of the presidential election in Hawaii.,2833984.022, United States, Presidential,21.0,No,9.13e+76,0.001,0.001,0.001,0.350978874,0.002,0.0,0.0,0.001,0.001,0.998,221.0,8.92760181,1.168131868,0.380090498,0.326406488,10.30511911,582.0,3.390034364,0.635738832,1.289406994,0.264604811,5.04E-05,0.036082474,0,1e-06,0.0010005,1.0
Ron DeSantis,"[""Yes"", ""No""]","[""0"", ""1""]",416207.43,416207.4262,True,True,"[""72617564319258094817075884979740787617526271533416402804843182784071940697251"", ""10952553815218530425102262411108220402510141246005721325133652863257586750466""]",republican-nominee-2024,Republican Nominee 2024,qq,9397341.455, United States, Presidential Primary,20.0,No,7.26e+76,0.001,0.001,0.0269352465,4.35e-16,0.0,0.0,0.0,0.001,0.001,0.998,181.0,5.314917127,1.702247191,0.480662983,0.340956341,8.816156816,352.0,2.732954545,0.102272727,1.35031185,0.340909091,4.81E-05,0.056818182,0,1e-06,0.0010005,1.0
Jorge Álvarez Máynez,"[""Yes"", ""No""]","[""0"", ""1""]",415551.52,415551.525,True,True,"[""469716720308130922678076573131389092624048022101691424148247635971711753086"", ""75471639258865390792081720047225185617435775155534648744044382707034505561044""]",mexican-presidential-election-who-will-win,Mexico Presidential Election Winner,"qq
",2082859.162, Mexico, Presidential,106.0,No,4.699999999999999e+74,0.001,0.001,0.001591088,0.4180143,0.002,0.0,0.0,0.001,0.001,0.998,134.0,3.97761194,1.140562249,0.21641791,0.831144465,15.91047976,175.0,3.045714286,0.182857143,1.165103189,0.828571429,0.000255083,0.605714286,0,1e-06,0.0010005,1.0
Michael Waltz,"[""Yes"", ""No""]","[""0"", ""1""]",407851.6,407851.6025,True,True,"[""90951765740515935341795726020995994200531213866019658052529850293605873297120"", ""79068740139048161409817083788401591922745022741516398139544215028910369297656""]",republican-vp-supplemental,Republican VP cont.,asd,13042323.83, United States, Vice Presidential,94.0,No,9.099999999999999e+76,0.001,0.001,0.0269352465,0.468896918,0.002,0.0,0.0,0.001,0.001,0.998,72.0,12.97222222,1.070953437,0.805555556,0.098501071,1.01315387,327.0,2.856269113,0.256880734,1.281584582,0.119266055,0.000230476,0.287461774,0,1e-06,0.0010005,1.0
Dragan Primorac,"[""Yes"", ""No""]","[""0"", ""1""]",399476.8776,399476.8776,True,True,"[""80540163943791377019184855361417891899832919560029656571073956286294841171999"", ""39813386282485590407284705676347274388794615397099149140775221985136705814758""]",croatia-presidential-election,Croatia Presidential Election,This is a market on predicting the outcome of the Croatia Presidential Election.,5061742.449, Croatia, Presidential,147.0,No,8.05e+76,0.061,0.05,0.063952218,0.216463907,0.06,-0.023491732,0.0,0.063,0.061,0.878,39.0,64.8974359,2.38368984,1.384615385,0.719083366,4.006321612,642.0,3.942367601,0.133956386,1.585934413,0.661993769,0.000367981,0.228971963,0,0.003721,0.0629398,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",396299.5089,396299.5089,True,True,"[""53678669523575986310643941933477069755794937580832938688925238230122757665268"", ""22926528394930033376502124437015335067145769371388108714144207517062743164908""]",hawaii-us-senate-election-winner,Hawaii Senate Election Winner,This is a market on predicting the winner of the Hawaii Senate election.,492183.2368, United States, Senate,13.0,No,5.3699999999999995e+76,0.001,0.001,0.004729838,0.104973554,0.004999756,0.002,0.0,0.004,0.001,0.998,206.0,39.88834951,1.027887463,0.344660194,0.8426433,24.79778856,565.0,14.54336283,0.711504425,1.870025557,0.14159292,3.28E-05,0.02300885,0,1e-06,0.0010005,1.0
New Mexico ,"[""Yes"", ""No""]","[""0"", ""1""]",395425.4734,395425.4734,True,True,"[""3303738826308883116780505245196233277956888724229662575656124794192961829226"", ""90784730329880140808292646657770526788768514380022149533853563755562425623716""]",us-election-tipping-point-state,Tipping Point State in 2024 Election?,This is a market on which state will be the tipping point in the 2024 U.S. presidential election.,26153232.58, United States, Presidential Tipping Point,128.0,No,3.3e+75,0.009,0.007,0.007445968,0.331663371,0.008,-0.006,0.0,0.002,0.009,0.982,111.0,40.35135135,0.995100223,1.198198198,0.138200491,2.191464932,1621.0,2.763109192,0.760641579,1.270819379,0.086983344,0.000323702,0.078963603,0,8.1e-05,0.009040745,1.0
Elissa Slotkin,"[""Yes"", ""No""]","[""1"", ""0""]",394971.3014,394971.3014,True,True,"[""73509254372240515476139823732607455442580306972224926233018397621601981548880"", ""61008351845739462099604851626936695064582063152354051282774689154435404413567""]",michigan-us-senate-election-winner,Michigan Senate Election Winner,This is a market on predicting the winner of the Michigan Senate election.,1755976.373, United States, Senate,55.0,Yes,7.35e+76,0.79,0.78,0.781686508,0.059739139,0.18,0.100000156,0.0,0.77,0.21,0.579999999,215.0,9.08372093,1.590185676,0.553488372,0.452124936,13.88669446,598.0,3.265886288,0.137123746,1.3031234,0.244147157,0.000139251,0.091973244,1,0.0441,0.235722334,1.0
